source_id,entity_type,entity_name,field_name,field_value,field_unit,page,bbox,trace_id,extraction_method,extraction_confidence,measurement_method,condition_tags,context_snippet,raw_field
2012ApJ...747..145M,cC*,delta Cephei,distance,272 ± 3(sigma_x) ± 5(sigma),pc,4,"[111, 346, 142, 364]",doc5_p4,vlm_text,0.98,astrometric,scope: global;metric: distance,"Assigning equal weight to each method, the mean of the four distances for delta Cep is: d = 272 ± 3(sigma_x) ± 5(sigma) pc. That result agrees with the Storm et al. (2011) determination from the infra",
2012ApJ...747..145M,cC*,delta Cephei,parallax,3.77 ± 0.16,mas,1,"[0, 299, 1000, 352]",doc5_p1,vlm_text,0.98,astrometric,scope: global;metric: parallax,"The following fundamental parameters were inferred for delta Cep: E(B-V) = 0.073 ± 0.018(sigma), log tau = 7.9 ± 0.1, and d = 272 ± 3(sigma_x) ± 5(sigma) pc. The cluster exhibits a turnoff near B6 (M_",
2014ApJ...794...80E,cC*,delta Cephei,distance,273 ± 11,pc,4,"[456, 536, 492, 556]",doc17_p4,vlm_text,0.98,parallax,scope: global;metric: distance,δ Cep is an important calibrator for the Period-Luminosity Law because it has one of the most precisely determined distances (d = 273 ± 11 pc from HST Fine Guidance Sensor (FGS) parallax determination,
2014ApJ...794...80E,cC*,delta Cephei,distance,273 ± 11,pc,16,"[268, 254, 731, 764]",doc17_p16,vlm_table,0.98,parallax,scope: global;metric: distance,Table 1. Relevant Stellar Properties of δ Cep. ... Distance (pc) 273 ± 11^4,
2015A&A...584A..80M,cC*,delta Cephei,distance,274,pc,6,"[58, 63, 941, 699]",doc19_p6,vlm_table,0.95,SPIPS model fit (fixed),scope: global;metric: distance,Table 3. Parameters of the δ Cep fit... distance (pc) 274 [fixed],
2015A&A...584A..80M,cC*,delta Cephei,metallicity_Fe_H,0.06,dex,6,"[58, 63, 941, 699]",doc19_p6,vlm_table,0.98,adopted value,scope: global;metric: metallicity_Fe_H,Table 3. Parameters of the δ Cep fit... metallicity [Fe/H] 0.06,
2015A&A...584A..80M,cC*,delta Cephei,pulsation_period,5.3662906 ± 0.0000061,d,6,"[58, 63, 941, 699]",doc19_p6,vlm_table,0.98,SPIPS model fit,scope: global;metric: pulsation_period,Table 3. Parameters of the δ Cep fit... period (days) 5.3662906 ± 0.0000061,
2015ApJ...804..144A,cC*,delta Cephei,distance,244 ± 10,pc,23,"[401, 393, 436, 413]",doc11_p23,vlm_text,0.95,Hipparcos intermediate astrometric data,scope: global;metric: distance,We re-analyze Hipparcos intermediate astrometric data (cf. Sects. 4.1.1) and obtain the parallax ϖ = 4.09 ± 0.16 mas (d = 244 ± 10 pc) using a 5-parameter (single star) model.,
2015ApJ...804..144A,cC*,delta Cephei,parallax,4.09 ± 0.16,mas,1,"[531, 671, 669, 691]",doc11_p1,vlm_text,0.95,Hipparcos intermediate astrometric data,scope: global;metric: parallax,We re-analyze Hipparcos intermediate astrometric data to measure δ Cephei’s parallax (ϖ = 4.09 ± 0.16 mas) and find tentative evidence for an orbital signature,
2015ApJ...804..144A,cC*,delta Cephei,parallax,4.09 ± 0.16,mas,16,"[652, 624, 788, 644]",doc11_p16,vlm_text,0.95,Hipparcos intermediate astrometric data,scope: global;metric: parallax,"We then repeated the 5-parameter fit to 89 measurements and obtained a better fit (Fig. 8, right panel; χ2_red = 0.65, RMS(O−C) = 0.81 mas), as well as smaller parallax: ϖ_5parm = 4.09 ± 0.16 mas.",
2015ApJ...804..144A,cC*,delta Cephei,pulsation_period,2201,d,1,"[482, 630, 541, 651]",doc11_p1,vlm_text,0.95,radial velocities,scope: global;metric: pulsation_period,"We combine these new data with literature data to determine the orbit, which has period 2201 days, semi-amplitude 1.5 km s−1, and high eccentricity (e = 0.647).",
2016MNRAS.461.1451G,cC*,delta Cephei,parallax,3.66 ± 0.15,mas,5,"[209, 452, 319, 468]",doc22_p5,vlm_text,0.98,parallax,scope: global;metric: parallax,"i.e. the parallax π = 3.66 ± 0.15 mas (Benedict et al. 2002), an average effective temperature Teff = 5900 ± 100 K...",
2016MNRAS.461.1451G,cC*,delta Cephei,pulsation_period,5.37,d,1,"[575, 799, 620, 814]",doc22_p1,vlm_text,0.98,text,scope: global;metric: pulsation_period,"This 5.37 days pulsating star, which is also the second nearest Cepheid, has been extensively studied...",
2017A&A...597A..73N,cC*,delta Cephei,distance,274,pc,2,"[194, 666, 226, 684]",doc9_p2,vlm_text,0.98,parallax,scope: global;metric: distance,"The projection factor is then fit, where the distance of delta Cep is known with 4% uncertainty from the HST parallax (d = 274 ± 11 pc; Benedict et al. 2002).",
2017A&A...597A..73N,cC*,delta Cephei,distance,272,pc,4,"[627, 812, 807, 828]",doc9_p4,vlm_text,0.98,literature,scope: global;metric: distance,while d is fixed to d = 272 ± 3(stat.) ± 5(syst.) pc (Majaess et al. 2012).,
2017A&A...597A..73N,cC*,delta Cephei,pulsation_period,5.366208,d,2,"[91, 99, 155, 115]",doc9_p2,vlm_text,0.98,literature,scope: global;metric: pulsation_period,"For the values of the projection factor derived from a published period projection factor relation, we consistently use a period of P = 5.366208 days (Engle et al. 2014).",
2017ApJ...838...67E,cC*,delta Cephei,distance,273,pc,2,"[804, 816, 857, 834]",doc4_p2,vlm_text,0.98,text,scope: global;metric: distance,"In 1785, delta Cep (<V> = +3.89 mag; d = 273 pc; F5 Ib - G1 Ib; P_pulsation = 5.366 days) was discovered as a periodic variable star by (Goodricke 1786).",
2017ApJ...838...67E,cC*,delta Cephei,pulsation_period,5.366,d,2,"[708, 831, 768, 849]",doc4_p2,vlm_text,0.98,text,scope: global;metric: pulsation_period,"In 1785, delta Cep (<V> = +3.89 mag; d = 273 pc; F5 Ib - G1 Ib; P_pulsation = 5.366 days) was discovered as a periodic variable star by (Goodricke 1786).",
2024A&A...684L...9N,cC*,delta Cephei,parallax,3.5551,mas,2,"[538, 810, 688, 827]",doc28_p2,vlm_text,0.98,Gaia DR3,scope: global;metric: parallax,"The parallax from Gaia DR3, π = 3.5551 ± 0.1475 mas (Gaia Collaboration et al. 2023), has a renormalized unit weight error of 2.7, indicating that it is not reliable.",
2024A&A...684L...9N,cC*,delta Cephei,pulsation_period,5.3663671,d,1,"[567, 746, 660, 762]",doc28_p1,vlm_text,0.98,ephemeris,scope: global;metric: pulsation_period,"We thus used the ephemeris from Csörnyei et al. (2022) to calculate the pulsation phase for each individual observation: T_0 = 2412028.256 d, P_puls = 5.3663671 d, and dP/dt = -1.05379 × 10^-6 days yr",
2026arXiv260702439E,cC*,delta Cephei,pulsation_period,5.366531,d,4,"[484, 532, 571, 551]",doc26_p4,vlm_text,0.98,observation,scope: global;metric: pulsation_period,The AAVSO Johnson-V Fourier-template study provides the observed light-curve morphology and amplitude scale... P_obs = 5.366531 d,
2026arXiv260702439E,cC*,delta Cephei,pulsation_period,5.366531,d,5,"[173, 99, 827, 284]",doc26_p5,vlm_table,0.98,observation,scope: global;metric: pulsation_period,Table 1: Fixed MESA-RSP parameters used in the opacity-sensitivity calculations. ... Observed period used for comparison | P_obs = 5.366531 d,
SRC_DB_GAIA_DR2,cC*,delta Cephei,metallicity_Fe_H,0,,,,,database_query,,,,,
SRC_DB_GAIA_DR2,cC*,delta Cephei,parallax,"-1.1717",mas,,,,database_query,,,,,
SRC_DB_GAIA_DR3,cC*,delta Cephei,distance,320.85750000000002,pc,,,,database_query,,,,,
SRC_DB_GAIA_DR3,cC*,delta Cephei,metallicity_Fe_H,"-0.129",,,,,database_query,,,,,
SRC_DB_GAIA_DR3,cC*,delta Cephei,parallax,3.5550999999999999,mas,,,,database_query,,,,,
SRC_DB_HIPPARCOS,cC*,delta Cephei,parallax,3.3199999332427979,mas,,,,database_query,,,,,
SRC_DB_HIPPARCOS,cC*,delta Cephei,pulsation_period,5.369999885559082,d,,,,database_query,,,,,
SRC_DB_HR,cC*,delta Cephei,parallax,0.010999999940395355,,,,,database_query,,,,,
SRC_DB_TIC,cC*,delta Cephei,distance,4352.2700000000004,pc,,,,database_query,,,,,
SRC_DB_TIC,cC*,delta Cephei,m_h,"-0.024799999999999999",log(Sun),,,,database_query,,,,,
SRC_DB_TIC,cC*,delta Cephei,parallax,"-1.1717",mas,,,,database_query,,,,,
