source_id,entity_type,entity_name,field_name,field_value,field_unit,page,bbox,trace_id,extraction_method,extraction_confidence,measurement_method,condition_tags,context_snippet,raw_field
2011A&A...531A..89W,SB*,Capella,velocity_semi_amplitude,29.9378,km/s,4,"[83, 66, 950, 703]",doc4_p4,vlm_table,0.99,spectroscopic orbit fitting,scope: global;metric: velocity_semi_amplitude,Table 2. Spectroscopic orbital elements of Capella. ... K_A (km s^-1) 29.9378±0.0026 ... K_B (km s^-1) 26.840±0.024,
2011A&A...531A..89W,SB*,Capella,velocity_semi_amplitude,26.840,km/s,4,"[83, 66, 950, 703]",doc4_p4,vlm_table,0.99,spectroscopic orbit fitting,scope: global;metric: velocity_semi_amplitude,Table 2. Spectroscopic orbital elements of Capella. ... K_B (km s^-1) 26.840±0.024,
2013A&A...560A.113H,SB*,Capella,orbital_period,104,d,2,"[0, 0, 1000, 1000]",doc1_p2,vlm_text,0.95,literature,scope: global;metric: orbital_period,Its orbital period is much longer than the Capella period (104 days) and makes it a suitable target for the baseline calibration.,
2015ApJ...807...26T,SB*,Capella,component_mass,2.5687,Msun,6,"[79, 469, 921, 934]",doc7_p6,vlm_table,0.99,orbital fit and modeling,scope: global;metric: component_mass,TABLE 3 REVISED PHYSICAL PARAMETERS OF CAPELLA. ... Mass (M_sun) ... Primary 2.5687 ± 0.0074 ... Secondary 2.4828 ± 0.0067,
2015ApJ...807...26T,SB*,Capella,component_mass,2.4828,Msun,6,"[79, 469, 921, 934]",doc7_p6,vlm_table,0.99,orbital fit and modeling,scope: global;metric: component_mass,TABLE 3 REVISED PHYSICAL PARAMETERS OF CAPELLA. ... Mass (M_sun) ... Secondary 2.4828 ± 0.0067,
2015ApJ...807...26T,SB*,Capella,velocity_semi_amplitude,25.9611,km/s,4,"[79, 90, 921, 725]",doc7_p4,vlm_table,0.99,orbital fit,scope: global;metric: velocity_semi_amplitude,TABLE 1 REVISED ORBITAL SOLUTION FOR CAPELLA. ... K_A (km s^-1) ... 25.9611 ± 0.0044 ... K_B (km s^-1) ... 26.860 ± 0.017,
2015ApJ...807...26T,SB*,Capella,velocity_semi_amplitude,26.86,km/s,4,"[79, 90, 921, 725]",doc7_p4,vlm_table,0.99,orbital fit,scope: global;metric: velocity_semi_amplitude,TABLE 1 REVISED ORBITAL SOLUTION FOR CAPELLA. ... K_B (km s^-1) ... 26.860 ± 0.017,
2023A&A...676A..19M,SB*,Capella,component_mass,2.5687,Msun,2,"[58, 64, 941, 699]",doc3_p2,vlm_table,0.99,joint solution,scope: global;metric: component_mass,Table 1. Physical and chemical parameters of Capella ... Primary Mass (M_sun) 2.5687±0.0074,
2023A&A...676A..19M,SB*,Capella,component_mass,2.4828,Msun,2,"[58, 64, 941, 699]",doc3_p2,vlm_table,0.99,joint solution,scope: global;metric: component_mass,Table 1. Physical and chemical parameters of Capella ... Secondary Mass (M_sun) 2.4828±0.0067,
SRC_DB_HR,SB*,Capella,velocity_semi_amplitude,30,,,,,database_query,,,,,
