source_id,entity_type,entity_name,field_name,field_value,field_unit,page,bbox,trace_id,extraction_method,extraction_confidence,measurement_method,condition_tags,context_snippet,raw_field
2007MNRAS.375..793S,HXB,Cyg X-1,orbital_period,5.6,d,1,"[114, 722, 154, 739]",doc3_p1,vlm_text,0.98,literature reference (Gies & Bolton 1982),scope: global;metric: orbital_period,"Cyg X-1 is a high-mass X-ray binary with the orbital period of P = 5.6 d (Gies & Bolton 1982), containing a black hole...",
2008AJ....136..631Y,HXB,Cyg X-1,compact_object_mass,8.7,Msun,25,"[114, 624, 696, 889]",doc17_p25,vlm_table,0.98,dynamical determination,scope: global;metric: compact_object_mass,Table 2: Parameters of Cyg X-1 ... Mx 8.7±0.8 Msun Shaposhnikov & Titarchuk (2007),
2008Ap&SS.315..335I,HXB,Cyg X-1,orbital_period,5.599829,d,2,"[80, 105, 892, 742]",doc2_p2,vlm_table,0.99,optical spectroscopy,scope: global;metric: orbital_period,Table 1 Relevant orbital parameters of the HDE 226868/Cygnus X-1 binary system. P is the orbital period (Brocksopp et al. 1999)... P (d) 5.599829(16),
2010ApJ...710..197B,HXB,Cyg X-1,orbital_period,5.599829,d,3,"[158, 669, 336, 689]",doc4_p3,vlm_text,0.98,radial velocities,scope: global;metric: orbital_period,The binary orbital period of P = 5.6 days was first discovered by Bolton (1972) and refined by Brocksopp et al. (1999b) using radial velocities of the O-star. Brocksopp et al. found P = 5.599829±0.000,
2011ApJ...736...63R,HXB,Cyg X-1,compact_object_mass,12,Msun,3,"[646, 688, 662, 708]",doc32_p3,vlm_text,0.95,literature review,scope: global;metric: compact_object_mass,"Among microquasars, Cygnus X-1 (Bowyer et al. 1965) is one of the few classified as a high mass X-ray binary (HMXB). It is composed of an 8-16 M_sun black hole (Shaposhnikov & Titarchuk 2007; Caballer",
2011ApJ...742...84O,HXB,Cyg X-1,compact_object_mass,14.8,Msun,2,"[523, 240, 564, 260]",doc9_p2,vlm_text,0.98,dynamical modeling,scope: global;metric: compact_object_mass,"We find a black hole mass of M = 14.8 ± 1.0 M_sun, a companion mass of M_opt = 19.2 ± 1.9 M_sun...",
2011ApJ...742...84O,HXB,Cyg X-1,compact_object_mass,14.81,Msun,12,"[616, 399, 666, 419]",doc9_p12,vlm_text,0.98,dynamical modeling,scope: global;metric: compact_object_mass,"We find masses of M_opt = 19.16 ± 1.90 M_sun and M = 14.81 ± 0.98 M_sun for the O-star and black hole, respectively.",
2011ApJ...742...84O,HXB,Cyg X-1,compact_object_mass,14.81,Msun,16,"[182, 346, 817, 760]",doc9_p16,vlm_table,0.98,dynamical modeling,scope: global;metric: compact_object_mass,Table 1. Cygnus X-1 Model Parameters ... M (M_sun) ... Model D 14.69 ± 0.70 ... adopted 14.81 ± 0.98,
2011ApJ...742...84O,HXB,Cyg X-1,compact_object_mass,14.81,Msun,17,"[329, 427, 670, 670]",doc9_p17,vlm_table,0.98,dynamical modeling,scope: global;metric: compact_object_mass,Table 2. Cygnus X-1 Final Parameters ... M (M_sun) 14.81 ± 0.98,
2011ApJ...742...85G,HXB,Cyg X-1,compact_object_mass,14.8,Msun,2,"[160, 468, 196, 485]",doc29_p2,vlm_text,0.98,dynamical model,scope: global;metric: compact_object_mass,"For our favored asynchronous model, Model D, we find: M = 14.8 ± 1.0 M_sun and i = 27.1 ± 0.8 deg (Orosz et al. 2011).",
2011ApJ...742...85G,HXB,Cyg X-1,compact_object_mass,14.8,Msun,8,"[357, 647, 393, 664]",doc29_p8,vlm_text,0.98,dynamical model,scope: global;metric: compact_object_mass,"Throughout this paper, we have used M = 14.8 ± 1.0 M_sun and i = 27.1 ± 0.8 deg from Model D, an asynchronous model with a rotational frequency for the O-star that is 40% greater than the orbital freq",
2011MNRAS.412.1985Z,HXB,Cyg X-1,orbital_period,5.6,d,5,"[614, 579, 651, 599]",doc8_p5,vlm_text,0.95,text,scope: global;metric: orbital_period,"we take a value of the SO period within the uncertainties of the periods found in the data but equal to a multiple of the orbital period, P_orb = 5.6 d. This results in the ephemeris, min[MJD] = 53275",
2012ApJ...747..111W,HXB,Cyg X-1,compact_object_mass,14.81 ± 0.98,Msun,3,"[79, 87, 922, 726]",doc13_p3,vlm_table,0.99,spectroscopy/dynamical modeling,scope: global;metric: compact_object_mass,Table 1 Properties of Cygnus X-1 ... Black hole mass (M_sun) ... 14.81 ± 0.98,
2012ApJ...747..111W,HXB,Cyg X-1,orbital_period,5.599829 ± 0.000016,d,3,"[79, 87, 922, 726]",doc13_p3,vlm_table,0.99,spectroscopy/timing,scope: global;metric: orbital_period,Table 1 Properties of Cygnus X-1 ... Orbital period (days) ... 5.599829 ± 0.000016,
2012MNRAS.419.3194R,HXB,Cyg X-1,orbital_period,5.6,d,2,"[335, 474, 361, 490]",doc14_p2,vlm_text,0.95,literature,scope: global;metric: orbital_period,This system contains a black hole candidate with a mass of 14.8 ± 1.0 M_sun in a 5.6-day orbit with a supergiant star of mass 19.2 ± 1.9 M_sun (Orosz et al. 2011; Kemp et al. 1987).,
2015A&A...576A.117G,HXB,Cyg X-1,compact_object_mass,14.8,Msun,1,"[511, 850, 547, 866]",doc5_p1,vlm_text,0.98,dynamical modeling (Orosz et al. 2011),scope: global;metric: compact_object_mass,"Orosz et al. (2011) determine the inclination of the binary system to i = 27.1 ± 0.8, the black hole mass to M_BH = (14.8 ± 1.0) M_sun, and the companion mass to M_* = (19.2 ± 1.9) M_sun",
2015A&A...584A..95P,HXB,Cyg X-1,compact_object_mass,14.8,Msun,1,"[118, 681, 142, 702]",doc18_p1,vlm_text,0.98,literature reference (Orosz et al. 2011),scope: global;metric: compact_object_mass,A high-mass stellar companion of spectral type O9.7 Iab and mass ~ 20 M_sun and a black hole of 14.8 M_sun (Orosz et al. 2011) form the binary system.,
2015A&A...584A..95P,HXB,Cyg X-1,compact_object_mass,14.8,Msun,5,"[66, 63, 951, 704]",doc18_p5,vlm_table,0.98,literature reference (Orosz et al. 2011),scope: global;metric: compact_object_mass,Table 1. Values of the model parameters. ... Black hole mass M_BH 14.8 M_sun,
2017PASJ...69...52S,HXB,Cyg X-1,orbital_period,5.6,d,1,"[390, 591, 434, 609]",doc21_p1,vlm_text,0.95,observation,scope: global;metric: orbital_period,The black hole binary Cygnus X-1 has a 5.6 day orbital period.,
2017PASJ...69...52S,HXB,Cyg X-1,orbital_period,5.6,days,2,"[557, 537, 631, 558]",doc21_p2,vlm_text,0.95,observation,scope: global;metric: orbital_period,An orbital period of the binary is 5.6 days (Mason et al. 1974; Bolton 1975),
2017PASJ...69...52S,HXB,Cyg X-1,orbital_period,5.599829,d,3,"[454, 842, 554, 862]",doc21_p3,vlm_text,0.98,observation,scope: global;metric: orbital_period,"We use the orbital period, P_orb = 5.599829 ± 0.000016 d, and an epoch of the inferior conjunction of the O-star",
2023A&A...678A..58K,HXB,Cyg X-1,orbital_period,5.6,d,1,"[96, 415, 133, 432]",doc27_p1,vlm_text,0.95,polarimetric observations,scope: global;metric: orbital_period,"We present the high-precision optical polarimetric observations of black hole X-ray binary Cyg X-1, spanning several cycles of its 5.6 day orbital period.",
2024A&A...687A.284K,HXB,Cyg X-1,compact_object_mass,21.2,Msun,2,"[177, 156, 201, 175]",doc26_p2,vlm_text,0.98,text,scope: global;metric: compact_object_mass,Cyg X-1 (Bowyer et al. 1965) is a high-mass X-ray binary (HMXB) with a (21.2 ± 2.2) M_sun black hole (Miller-Jones et al. 2021) that accretes matter from the stellar wind of the supergiant HDE 226868 ,
2024A&A...691A..78L,HXB,Cyg X-1,compact_object_mass,21.2,Msun,2,"[329, 275, 365, 291]",doc6_p2,vlm_text,0.98,literature reference (Miller-Jones et al. 2021),scope: global;metric: compact_object_mass,The system hosts a BH with M_BH = 21.2 ± 2.2 M_sun (Miller-Jones et al. 2021) in a ~ 5.6 d quasi-circular orbit (Gies et al. 2003).,
2025A&A...696A.237F,HXB,Cyg X-1,compact_object_mass,21.2 ± 2.2,Msun,2,"[131, 66, 167, 83]",doc10_p2,vlm_text,0.98,literature reference (Miller-Jones et al. 2021),scope: global;metric: compact_object_mass,"Hosting a 21.2±2.2 M_sun black hole (Miller-Jones et al. 2021), Cygnus X-1 is key to understanding accretion physics and jet launching processes.",
2025A&A...701A.115K,HXB,Cyg X-1,orbital_period,5.6,d,1,"[763, 705, 803, 724]",doc31_p1,vlm_text,0.95,literature,scope: global;metric: orbital_period,It orbits a supergiant O-type donor star in a 5.6 d orbit. The donor star in this system nearly fills its Roche lobe...,
2026MNRAS.545f2232O,HXB,Cyg X-1,compact_object_mass,15 ± 4,Msun,1,"[552, 500, 575, 518]",doc20_p1,vlm_text,0.98,X-ray reverberation mapping,scope: global;metric: compact_object_mass,"Our best fitting model returns a mass of M = 15 ± 4 M_sun and a distance of D = 3.4^{+1.6}_{-1.2} kpc (90 per cent uncertainties), which are consistent with the most recent dynamical and parallax meas",
2026MNRAS.545f2232O,HXB,Cyg X-1,compact_object_mass,15^{+4}_{-4},Msun,11,"[67, 514, 924, 969]",doc20_p11,vlm_table,0.98,X-ray reverberation mapping,scope: global;metric: compact_object_mass,Table 1. Best fitting parameters obtained from chi^2 minimization from the cross spectrum in 10 frequency ranges (0.98 mHz - 32 Hz) and the time-average spectrum... Model B... M / M_sun 15^{+4}_{-4},
