source_id,entity_type,entity_name,field_name,field_value,field_unit,page,bbox,trace_id,extraction_method,extraction_confidence,measurement_method,condition_tags,context_snippet,raw_field
2025AJ....170...22L,PM*,Proxima Centauri,pmra,-3781.741(31),mas/yr,4,"[213, 208, 313, 221]",doc4_p4,vlm_table,0.98,Gaia Collaboration et al. (2021),scope: global;metric: proper_motion_ra,Table 1. Target Star Properties ... α proper motion (mas/yr) ... Proxima Centauri ... -3781.741(31),
2026A&A...706A.112L,PM*,Proxima Centauri,parallax,768.373_+0.194_-0.162,mas,6,"[333, 177, 442, 193]",doc1_p6,vlm_table,0.98,HST astrometry combined with Gaia DR3,scope: global;metric: parallax;HST;astrometry,"Table 2. Fitted astrometric parameters for Proxima. ...  [mas] ... Best-fit value 768.373 (+0.194, -0.162)",
2026A&A...706A.112L,PM*,Proxima Centauri,pm_dec,0.769458,arcsec/yr,6,"[433, 153, 483, 165]",doc1_p6,vlm_table,0.98,HST astrometry combined with Gaia DR3 (converted from mas/yr),scope: global;metric: proper_motion_dec_arcsec;HST;astrometry,Table 2. Fitted astrometric parameters for Proxima. ... μδ [mas yr⁻¹] ... Best-fit value 769.458,
2026A&A...706A.112L,PM*,Proxima Centauri,pm_ra,-3.781761,arcsec/yr,6,"[418, 133, 478, 146]",doc1_p6,vlm_table,0.98,HST astrometry combined with Gaia DR3 (converted from mas/yr),scope: global;metric: proper_motion_ra_arcsec;HST;astrometry,Table 2. Fitted astrometric parameters for Proxima. ... μα cos δ [mas yr⁻¹] ... Best-fit value -3781.761,
2026A&A...706A.112L,PM*,Proxima Centauri,pmdec,769.458_+0.048_-0.047,mas/yr,6,"[438, 153, 513, 173]",doc1_p6,vlm_table,0.98,HST astrometry combined with Gaia DR3,scope: global;metric: proper_motion_dec;HST;astrometry,"Table 2. Fitted astrometric parameters for Proxima. ... μδ [mas yr⁻¹] ... Best-fit value 769.458 (+0.048, -0.047)",
2026A&A...706A.112L,PM*,Proxima Centauri,pmra,-3781.761_+0.045_-0.050,mas/yr,6,"[383, 138, 492, 158]",doc1_p6,vlm_table,0.98,HST astrometry combined with Gaia DR3,scope: global;metric: proper_motion_ra;HST;astrometry,"Table 2. Fitted astrometric parameters for Proxima. ... μα cos δ [mas yr⁻¹] ... Best-fit value -3781.761 (+0.045, -0.050)",
SRC_DB_GAIA_DR2,PM*,Proxima Centauri,parallax,768.5004,mas,,,,database_query,,,,,
SRC_DB_GAIA_DR2,PM*,Proxima Centauri,pm_dec,769.766,arcsec/yr,,,,database_query,,,,,
SRC_DB_GAIA_DR2,PM*,Proxima Centauri,pm_ra,-3781.306,arcsec/yr,,,,database_query,,,,,
SRC_DB_GAIA_DR3,PM*,Proxima Centauri,parallax,768.0665,mas,,,,database_query,,,,,
SRC_DB_GAIA_DR3,PM*,Proxima Centauri,pmdec,769.465,mas/yr,,,,database_query,,,,,
SRC_DB_GAIA_DR3,PM*,Proxima Centauri,pmra,-3781.741,mas/yr,,,,database_query,,,,,
SRC_DB_HIPPARCOS,PM*,Proxima Centauri,parallax,772.3300170898438,mas,,,,database_query,,,,,
SRC_DB_HIPPARCOS,PM*,Proxima Centauri,pmdec,768.16,mas/yr,,,,database_query,,,,,
SRC_DB_HIPPARCOS,PM*,Proxima Centauri,pmra,-3775.64,mas/yr,,,,database_query,,,,,
SRC_DB_IRAS,PM*,Proxima Centauri,pm_direction,118,deg,,,,database_query,,,,,
SRC_DB_TIC,PM*,Proxima Centauri,parallax,768.5,mas,,,,database_query,,,,,
SRC_DB_TIC,PM*,Proxima Centauri,pm_dec,769.766,arcsec/yr,,,,database_query,,,,,
SRC_DB_TIC,PM*,Proxima Centauri,pm_ra,-3781.31,arcsec/yr,,,,database_query,,,,,
