source_id,entity_type,entity_name,field_name,field_value,field_unit,page,bbox,trace_id,extraction_method,extraction_confidence,measurement_method,condition_tags,context_snippet,raw_field
2015MNRAS.451..588R,AGN,M87,black_hole_mass,6600000000.0,M_☉,7,"[852, 629, 866, 650]",doc2_p7,vlm_text,0.95,gas-dynamical and stellar-dynamical estimates,scope: global;metric: black_hole_mass,Recent gas-dynamical and stellar-dynamical black hole mass estimates for M87 differ by a factor of two from M_BH = 6.6 ± 0.4 × 10^9 M_☉ (Gebhardt et al. 2011) to M_BH = 3.5^{+0.9}_{-0.7} × 10^9 M_☉ (W,
2018MNRAS.479L..65S,AGN,M87,black_hole_mass,(3-6)×10^9,Msun,1,"[464, 92, 478, 106]",doc1_p1,vlm_text,0.95,dynamical modeling,scope: global;metric: black_hole_mass,...simultaneously having as an AGN central engine a central supermassive black hole with a large mass of (3-6)×10^9 Msun (Gebhardt et al. 2011; Walsh et al. 2013)...,
2018MNRAS.479L..65S,AGN,M87,black_hole_mass,3.5^{+0.9}_{-0.7}×10^9,Msun,3,"[564, 153, 590, 168]",doc1_p3,vlm_text,0.95,gas dynamics,scope: global;metric: black_hole_mass,"The mass estimated from gas dynamics (Walsh et al. 2013), M_GD = 3.5^{+0.9}_{-0.7}×10^9 Msun, implies the spin parameter...",
2018MNRAS.479L..65S,AGN,M87,black_hole_mass,(6.0±0.4)×10^9,Msun,3,"[567, 247, 594, 262]",doc1_p3,vlm_text,0.95,stellar dynamics,scope: global;metric: black_hole_mass,"In turn, the mass estimated from stellar dynamics is almost twice as large (Gebhardt et al. 2011), M_SD = (6.0±0.4)×10^9 Msun...",
2019ApJ...875L...5E,AGN,M87,black_hole_mass,6.2 × 10^9,Msun,1,"[275, 674, 302, 692]",doc15_p1,vlm_text,0.95,stellar velocity distribution,scope: global;metric: black_hole_mass,Models of the stellar velocity distribution imply a mass for the central core M ≈ 6.2 × 10^9 M_sun at a distance of 16.9 Mpc (Gebhardt et al. 2011),
2019ApJ...875L...6E,AGN,M87,black_hole_mass,6.5 ± 0.7_stat ± 0.7_sys × 10^9,Msun,1,"[611, 398, 638, 416]",doc5_p1,vlm_text,0.99,Event Horizon Telescope (EHT) imaging and geometric modeling,scope: global;metric: black_hole_mass,Folding in a distance measurement of 16.8 +0.8 -0.7 Mpc gives a black hole mass of M = 6.5 ± 0.7_stat ± 0.7_sys × 10^9 M_sun.,
2019ApJ...875L...6E,AGN,M87,black_hole_mass,6.5 ± 0.7 × 10^9,Msun,21,"[83, 411, 933, 966]",doc5_p21,vlm_table,0.99,Combined measurements (EHT),scope: global;metric: black_hole_mass,Table 7 Summary of θg and M Measurements ... Combined measurements from this work ... M (10^9 M_sun) 6.5 ± 0.7,
2019MNRAS.489.1197N,AGN,M87,black_hole_mass,(5.0 ± 0.3; 10.4 ± 0.6) × 10^9,Msun,8,"[108, 120, 135, 135]",doc18_p8,vlm_text,0.95,MHD modelling of jet boundary shape break,scope: global;metric: black_hole_mass,M ∈ (5.0 ± 0.3; 10.4 ± 0.6) × 10^9 M_☉ for σ_M = 5; M ∈ (4.4 ± 0.3; 8.7 ± 0.5) × 10^9 M_☉ for σ_M = 10; M ∈ (3.8 ± 0.2; 6.7 ± 0.4) × 10^9 M_☉ for σ_M = 20.,
2019MNRAS.489.1197N,AGN,M87,black_hole_mass,(6.5 ± 0.7) × 10^9,Msun,9,"[330, 643, 356, 658]",doc18_p9,vlm_text,0.98,EHT (Event Horizon Telescope) observations,scope: global;metric: black_hole_mass,The brand new EHT results (EHT Collaboration et al. 2019) provide the BH mass in M87 as M = (6.5 ± 0.7) × 10^9 M_☉.,
2020MPLA...3550291K,AGN,M87,black_hole_mass,(6.5 ± 0.9) × 10^9,M_☉,6,"[331, 390, 362, 410]",doc17_p6,vlm_text,0.98,EHT observation,scope: global;metric: black_hole_mass,We use the M87* mass M = (6.5 ± 0.9) × 10^9 M_☉ ≈ 72.4 × 10^68 MeV and the magnetic mass in our model (6) with the value for the parameter β (16).,
2022ApJ...935...61B,AGN,M87,black_hole_mass,7.13,Msun,2,"[141, 601, 176, 619]",doc16_p2,vlm_text,0.98,simultaneous modeling and imaging of the 2017 EHT observations,scope: global;metric: black_hole_mass,"Our strongest mass constraint combines information from both the ring and the diffuse emission region, which together imply a mass-to-distance ratio of 4.20+0.12−0.06 μas and a corresponding black hol",
2022ApJ...935...61B,AGN,M87,black_hole_mass,7.13,10^9 Msun,8,"[509, 81, 940, 288]",doc16_p8,vlm_table,0.98,Joint M/a reconstruction,scope: global;metric: black_hole_mass,Table 3. M87* Mass Estimates ... §5.3 Joint M/a reconstruction ... M (10^9 M_sun) 7.13 +0.20 -0.11,
2023A&A...679A..37O,AGN,M87,black_hole_mass,3.5^{+0.9}_{-0.7} x 10^9,Msun,2,"[617, 743, 645, 759]",doc20_p2,vlm_text,0.95,single-epoch reverberation mapping scaling relation,scope: global;metric: black_hole_mass,"Walsh et al. (2013) measured the black hole mass of M87 via the kinematics of the Hα+[N II] λλ6548,6583 emission lines using data from the Space Telescope Imaging Spectrograph (STIS) aboard HST... the",
2023ApJ...945L..35L,AGN,M87,black_hole_mass,5.37^{+0.37}_{-0.25} ± 0.22,10^9 Msun,6,"[79, 442, 921, 919]",doc13_p6,vlm_table,0.98,triaxial Schwarzschild orbit modeling,scope: global;metric: black_hole_mass,Table 1. Mass and shape properties of M87. ... Black hole mass M_BH (10^9 M_sun) | 5.37^{+0.37}_{-0.25} ± 0.22,
2023arXiv230602494A,AGN,M87,eddington_ratio,0.0118,,14,"[704, 804, 765, 826]",doc7_p14,vlm_text,0.95,derived,scope: global;metric: eddington_ratio,"Kozlowski lists 35 quasars at z<0.5 in the green bin within a narrow z window of ~ 0.492-0.345 having a mean λ=0.0118. Substituting this value of λ in Eq.5, we get ε =0.84 for M87 at z <0.005",
2023arXiv230704294A,AGN,M87,eddington_ratio,0.84,,6,"[114, 245, 876, 595]",doc11_p6,vlm_table,0.95,empirical relation,scope: global;metric: eddington_ratio,Table 1: Predicted and known properties of nearby SMBHs ... Messier 87 ... ε 0.84,
2024MNRAS.527.2341S,AGN,M87,black_hole_mass,(8.7 ± 1.2[random] ± 1.3[systematic]) × 10^9,Msun,1,"[474, 450, 502, 468]",doc12_p1,vlm_text,0.98,stellar dynamics (JAM),scope: global;metric: black_hole_mass,Our preferred black hole mass is M_BH = (8.7 ± 1.2[random] ± 1.3[systematic]) × 10^9 M_☉.,
2024MNRAS.527.2341S,AGN,M87,black_hole_mass,(5.5 +0.5 -0.3) × 10^9,Msun,1,"[715, 466, 743, 484]",doc12_p1,vlm_text,0.98,stellar dynamics (JAM),scope: global;metric: black_hole_mass,"However, using the inner stellar density from previous studies, we find a preferred black hole mass of M_BH = (5.5 +0.5 -0.3) × 10^9 M_☉, consistent with previous work.",
2024MNRAS.527.2341S,AGN,M87,black_hole_mass,(9.7 +0.6 -0.4) × 10^9,Msun,15,"[67, 72, 924, 437]",doc12_p15,vlm_table,0.95,stellar dynamics (JAM),scope: global;metric: black_hole_mass,Table 4. Table of best fit parameters... M RNI + O RNI + S | Constant M/L | ... | (9.7 +0.6 -0.4) × 10^9 M_☉,
2025ApJ...985...41Z,AGN,M87,eddington_ratio,0.00017,,17,"[505, 532, 533, 549]",doc19_p17,vlm_text,0.95,inferred from millimeter flux,scope: global;metric: eddington_ratio,similar to our inferred Eddington ratio of 1.7 x 10^-4 from the millimeter flux alone.,
2025JHEAp..4700367A,AGN,M87,black_hole_mass,(6.5 ± 0.7) × 10^9,M_☉,1,"[671, 233, 697, 249]",doc4_p1,vlm_text,0.98,EHT observation,scope: global;metric: black_hole_mass,"For M87*, with a mass of M = (6.5 ± 0.7) × 10^9 M_☉, the EHT measured an angular diameter of θ_d = 42 ± 3 μas.",
2025JHEAp..4700367A,AGN,M87,black_hole_mass,(6.5 ± 0.7) × 10^9,M_☉,2,"[608, 692, 636, 710]",doc4_p2,vlm_text,0.98,EHT observation,scope: global;metric: black_hole_mass,"With M87* at a distance of d = 16.8 Mpc and an estimated mass of M = (6.5 ± 0.7) × 10^9 M_☉ [22–24], the EHT results constrain the compact emission region size to an angular diameter of θ_d = 42 ± 3, ",
2025JHEAp..4700367A,AGN,M87,black_hole_mass,6.5 × 10^9,M_☉,18,"[460, 855, 487, 872]",doc4_p18,vlm_text,0.98,EHT observation,scope: global;metric: black_hole_mass,We use the estimated mass of the black hole M_{M87*} = 6.5 × 10^9 M_☉ and its distance from Earth d_{M87*} = 16.8 Mpc to impose δ_{M87*} with the EHT inferred bound.,
SRC_DB_3C,AGN,M87,radio_flux_6cm,1100,Jy,,,,database_query,,,,,
