source_id,entity_type,entity_name,field_name,field_value,field_unit,page,bbox,trace_id,extraction_method,extraction_confidence,measurement_method,condition_tags,context_snippet,raw_field
2011ApJ...743..135R,RG*,Arcturus,teff,4286,K,1,"[371, 215, 463, 232]",doc5_p1,vlm_text,0.98,model atmosphere fits,scope: global;metric: teff,We derive a self-consistent set of atmospheric parameters and abundances of 17 elements for the red giant star Arcturus: Teff = 4286 ± 30 K...,
2012A&A...548A..55A,RG*,Arcturus,fe_h,"-0.50±0.07",dex,5,"[67, 63, 731, 370]",doc6_p5,vlm_table,0.95,spectroscopy,scope: global;metric: fe_h,Table 2. Stellar parameters used to derive CNO abundances and isotopic compositions in α Boo and α Tau. ... [Fe/H] -0.50±0.07,
2012A&A...548A..55A,RG*,Arcturus,teff,4290±50,K,5,"[67, 63, 731, 370]",doc6_p5,vlm_table,0.95,spectroscopy,scope: global;metric: teff,Table 2. Stellar parameters used to derive CNO abundances and isotopic compositions in α Boo and α Tau. ... Teff[K] 4290±50,
2013KPCB...29..176S,RG*,Arcturus,distance,11.26,pc,1,"[189, 553, 234, 569]",doc13_p1,vlm_text,0.98,parallax,scope: global;metric: distance,and is located at a distance of 36.7 ly or 11.26 +0.05 -0.07 pc (Perryman et al. [52]) from the earth.,
2013KPCB...29..176S,RG*,Arcturus,fe_h,"-0.52",dex,1,"[756, 393, 790, 408]",doc13_p1,vlm_text,0.98,spectroscopy,scope: global;metric: fe_h,"with the fundamental parameters Teff = 4286 K, log g = 1.66, and [Fe/H]=-0.52 derived by Ramirez and Allende Prieto (2011).",
2013KPCB...29..176S,RG*,Arcturus,fe_h,"-0.52",dex,2,"[359, 816, 395, 832]",doc13_p2,vlm_text,0.98,spectroscopy,scope: global;metric: fe_h,"log g = 1.66 ± 0.05, [Fe/H] = -0.52 ± 0.04, M = (1.08 ± 0.06)M_sun",
2013KPCB...29..176S,RG*,Arcturus,fe_h,"-0.52",dex,10,"[706, 482, 743, 499]",doc13_p10,vlm_text,0.98,spectroscopy,scope: global;metric: fe_h,"The abundance of alpha elements (O, Mg, Si, S, Ca, and Ti) [alpha/Fe] = lg(N_X/N_Fe)_* - lg(N_X/N_Fe)_sun = 0.34 [55], while the abundance of iron [Fe/H] equals -0.52.",
2013KPCB...29..176S,RG*,Arcturus,parallax,88.83,mas,1,"[610, 551, 703, 561]",doc13_p1,vlm_text,0.98,parallax,scope: global;metric: parallax,Its parallax is equal to 0''.08883 ± 0''.00053 (van Leeuwen [75]).,
2013KPCB...29..176S,RG*,Arcturus,teff,4286,K,1,"[515, 393, 569, 408]",doc13_p1,vlm_text,0.98,spectroscopy,scope: global;metric: teff,"with the fundamental parameters Teff = 4286 K, log g = 1.66, and [Fe/H]=-0.52 derived by Ramirez and Allende Prieto (2011).",
2013KPCB...29..176S,RG*,Arcturus,teff,4286,K,2,"[817, 799, 841, 815]",doc13_p2,vlm_text,0.98,spectroscopy,scope: global;metric: teff,"They also carried out a new spectral analysis of Arcturus on the basis of the most reliable data and techniques, and obtained the values of Teff = 4286 ± 30 K",
2013KPCB...29..176S,RG*,Arcturus,teff,4286,K,10,"[551, 411, 609, 428]",doc13_p10,vlm_text,0.98,spectroscopy,scope: global;metric: teff,"For Arcturus the values of effective temperature (Teff = 4286 K), surface gravity acceleration (log g = 1.66)",
2015KPCB...31..172S,RG*,Arcturus,fe_h,"-0.48",dex,1,"[441, 397, 477, 413]",doc12_p1,vlm_text,0.98,spectral synthesis,scope: global;metric: fe_h,"For Arcturus, the iron abundance relative to the solar one was determined with the differential method as [Fe/H] = -0.48 ± 0.02.",
2015KPCB...31..172S,RG*,Arcturus,m_h,"-0.33",dex,3,"[302, 788, 341, 805]",doc12_p3,vlm_text,0.98,model assumption,scope: global;metric: m_h,"For Arcturus, we assumed the effective temperature Teff = 4286 K, the acceleration of gravity log g = 1.66, the metallicity [M/H] = -0.33...",
2015KPCB...31..172S,RG*,Arcturus,teff,4286,K,3,"[472, 772, 535, 789]",doc12_p3,vlm_text,0.98,model assumption,scope: global;metric: teff,"For Arcturus, we assumed the effective temperature Teff = 4286 K, the acceleration of gravity log g = 1.66, the metallicity [M/H] = -0.33...",
2018A&A...620A..23O,RG*,Arcturus,distance,11.3,pc,1,"[723, 602, 823, 618]",doc2_p1,vlm_text,0.98,parallax,scope: global;metric: distance,"Because of its proximity (11.3 ± 0.1 pc based on a parallax of 88.83 ± 0.54 mas, van Leeuwen 2007) and its brightness, Arcturus has been well studied...",
2018A&A...620A..23O,RG*,Arcturus,fe_h,"-0.4",dex,1,"[469, 687, 496, 703]",doc2_p1,vlm_text,0.98,spectroscopy,scope: global;metric: fe_h,Arcturus (α Boo) is a moderately metal-poor ([Fe/H] = −0.4) red giant star with an initial mass of approximately 1 M⊙ (Smith et al. 2013)...,
2018A&A...620A..23O,RG*,Arcturus,parallax,88.83,mas,1,"[564, 615, 694, 631]",doc2_p1,vlm_text,0.98,parallax,scope: global;metric: parallax,"Because of its proximity (11.3 ± 0.1 pc based on a parallax of 88.83 ± 0.54 mas, van Leeuwen 2007) and its brightness, Arcturus has been well studied...",
2018ApJS..234...25W,RG*,Arcturus,fe_h,"-0.55",dex,8,"[0, 0, 1000, 1000]",doc14_p8,vlm_text,0.95,spectroscopy,scope: global;metric: fe_h,"Recent detailed analyses include those of Ramírez & Allende Prieto (2011) who derived Teff = 4286 K, log g = 1.66, vt = 1.74 km s−1, and [Fe/H] = −0.52, and Peterson et al. (2017, and references there",
2018ApJS..234...25W,RG*,Arcturus,teff,4275,K,8,"[0, 0, 1000, 1000]",doc14_p8,vlm_text,0.95,spectroscopy,scope: global;metric: teff,"Recent detailed analyses include those of Ramírez & Allende Prieto (2011) who derived Teff = 4286 K, log g = 1.66, vt = 1.74 km s−1, and [Fe/H] = −0.52, and Peterson et al. (2017, and references there",
2020ApJ...900...28C,RG*,Arcturus,fe_h,"-0.64",dex,10,"[79, 90, 921, 725]",doc4_p10,vlm_table,0.95,spectrophotometric modeling,scope: global;metric: fe_h,Table 2 MINESweeper Parameters for Benchmark Stars ... Arcturus ... [Fe/H] -0.64 ± 0.02,
2020ApJ...900...28C,RG*,Arcturus,teff,4297,K,10,"[79, 90, 921, 725]",doc4_p10,vlm_table,0.95,spectrophotometric modeling,scope: global;metric: teff,Table 2 MINESweeper Parameters for Benchmark Stars ... Arcturus ... Teff (K) 4297 ± 9,
2020ApJ...900...28C,RG*,Arcturus,teff,4297,K,10,"[79, 90, 921, 725]",doc4_p10,vlm_table,0.95,spectrophotometric modeling,scope: global;metric: teff,Table 2 MINESweeper Parameters for Benchmark Stars ... Arcturus ... Teff (K) 4297 ± 9,
2021A&A...645A..19F,RG*,Arcturus,fe_h,"-0.57",dex,5,"[83, 645, 941, 929]",doc8_p5,vlm_table,0.98,spectroscopy,scope: global;metric: fe_h,Table 3. Stellar parameters for Arcturus ... [Fe/H] -0.57 dex 0.01 dex,
2021A&A...645A..19F,RG*,Arcturus,teff,4283,K,5,"[83, 645, 941, 929]",doc8_p5,vlm_table,0.98,spectroscopy,scope: global;metric: teff,Table 3. Stellar parameters for Arcturus ... Teff 4283 K 33 K,
SRC_DB_HIPPARCOS,RG*,Arcturus,parallax,88.8499984741211,mas,,,,database_query,,,,,
SRC_DB_HR,RG*,Arcturus,parallax,0.090000003576278687,,,,,database_query,,,,,
SRC_DB_TIC,RG*,Arcturus,distance,11.2575,pc,,,,database_query,,,,,
SRC_DB_TIC,RG*,Arcturus,distance,11.254899999999999,pc,,,,database_query,,,,,
SRC_DB_TIC,RG*,Arcturus,m_h,"-0.52500000000000002",log(Sun),,,,database_query,,,,,
SRC_DB_TIC,RG*,Arcturus,parallax,88.829999999999998,mas,,,,database_query,,,,,
SRC_DB_TIC,RG*,Arcturus,parallax,88.849999999999994,mas,,,,database_query,,,,,
SRC_DB_TIC,RG*,Arcturus,teff,4280,K,,,,database_query,,,,,
